prefix,course,section,max_enroll,seats_avail,waitlist
MGT,3325,03,36,0,5
MGT,3325,04,40,0,1
MGT,3325,05,40,0,1
MGT,3325,06,40,0,10
MGT,3325,07,40,0,5
MGT,3325,08,40,0,9
MGT,3325,09,40,0,2
MGT,3325,10,40,0,9
MGT,3325,11,36,0,4
MGT,3325,12,40,0,5
MGT,3333,01,22,0,1
MGT,3333,02,22,0,0
MGT,3335,01,18,0,0
MGT,3335,02,18,0,2
MGT,4305,01,20,0,8
MGT,4305,02,20,1,10
MGT,4305,03,20,0,7
MGT,4305,04,24,0,0
MGT,4320,01,24,0,2
MGT,4320,02,24,0,2
MGT,4320,03,24,0,0
MGT,4320,04,24,0,1
MGT,4320,05,16,0,11
MGT,4320,06,16,1,7
MGT,4320,07,0,3,0
MGT,4330,01,30,0,18
MGT,4330,02,30,0,9
MGT,4330,03,30,17,0
MGT,4330,04,20,8,3
MGT,4332,01,10,1,0
MGT,4336,01,32,0,12
MGT,4336,02,30,0,9
MGT,4339,01,24,0,0
MGT,4345,01,22,1,0
MGT,4345,02,24,0,1
MGT,4355,01,24,5,0
MGT,4355,02,24,7,0
MGT,4395,01,40,38,0
MGT,4396,01,40,40,0
MGT,4V99,01,20,6,0
MGT,4V9R,01,1,1,N/A
MGT,4V9R,02,1,0,N/A
MGT,4V9R,03,1,0,N/A
MGT,4V9R,04,1,1,N/A
MGT,4V9R,05,3,0,N/A
MGT,4V9R,06,1,1,N/A
MIS,3301,01,18,0,0
MIS,3301,02,17,1,2
MIS,3301,03,17,0,0
MIS,3301,04,17,6,0
MIS,3305,01,40,0,2
MIS,3305,02,40,0,2
MIS,3305,03,40,0,5
MIS,3305,04,40,0,14
MIS,3305,06,40,1,0
MIS,3305,07,40,2,0
MIS,3305,08,40,0,2
MIS,3305,09,40,0,2
MIS,3305,12,40,12,0
MIS,3305,13,40,0,16
MIS,3305,14,40,0,7
MIS,3305,15,40,19,0
MIS,3320,01,27,0,0
MIS,3320,02,27,0,2
MIS,3320,03,27,1,0
MIS,4319,01,17,1,0
MIS,4319,02,17,0,0
MIS,4322,01,28,3,0
MIS,4322,02,28,0,0
MIS,4322,03,29,0,0
MIS,4330,01,9,1,6
MIS,4330,02,7,1,0
MIS,4330,03,10,9,0
MIS,4330,04,10,2,0
MIS,4331,01,3,2,0
MIS,4340,01,42,1,0
MIS,4340,02,42,2,0
MIS,4342,01,28,5,0
MIS,4342,02,28,0,0
MIS,4342,03,32,1,0
MIS,4344,01,20,6,0
MIS,4344,02,20,0,0
MIS,4350,01,15,13,0
MIS,4360,01,40,0,9
MIS,4395,84,0,0,0
MIS,4V98,02,0,1,0
MIS,4V98,03,0,0,0
MIS,4V98,04,0,0,0
MKT,3301,01,45,0,0
MKT,3301,02,45,0,0
MKT,3301,03,45,0,0
MKT,3301,09,45,3,0
MKT,3301,10,40,12,0
MKT,3305,01,50,0,1
MKT,3305,02,50,0,4
MKT,3305,03,50,0,0
MKT,3305,04,40,12,0
MKT,3305,05,40,0,2
MKT,3305,06,40,0,0
MKT,3305,07,40,0,0
MKT,3305,08,40,0,0
MKT,3305,09,40,0,1
MKT,3305,14,40,0,6
MKT,3305,16,40,0,0
MKT,3310,01,20,18,0
MKT,3310,02,20,5,0
MKT,3310,03,20,0,0
MKT,3310,W1,15,4,0
MKT,3320,01,20,0,1
MKT,3320,02,24,12,0
MKT,3320,04,24,17,0
MKT,3320,05,23,0,1
MKT,3320,06,21,0,0
MKT,3325,01,20,0,3
MKT,3325,02,20,0,5
MKT,3325,03,20,6,0
MKT,3325,04,19,0,5
MKT,3325,05,18,0,6
MKT,3330,01,30,0,0
MKT,3330,02,30,0,7
MKT,3330,03,24,6,0
MKT,3330,04,24,16,0
MKT,3330,06,30,0,15
MKT,3330,07,24,8,0
MKT,4311,01,20,2,0
MKT,4311,02,20,6,0
MKT,4311,03,19,0,0
MKT,4320,02,24,0,0
MKT,4320,03,24,0,1
MKT,4321,01,22,8,0
MKT,4330,01,24,12,0
MKT,4330,02,25,0,0
MKT,4330,03,24,7,0
MKT,4330,04,28,0,4
MKT,4330,06,28,2,7
MKT,4330,08,28,0,5
MKT,4330,09,28,0,4
MKT,4341,01,0,13,2
MKT,4341,02,0,15,4
MKT,4350,01,24,14,0
MKT,4350,02,24,1,0
MKT,4350,05,24,0,0
MKT,4350,06,24,13,0
MKT,4360,01,0,21,0
MKT,4360,03,28,0,12
MKT,4395,01,1,1,0
MKT,4396,01,0,4,0
MKT,4399,01,1,1,0
MKT,4V98,01,0,0,0
MKT,4V98,02,0,0,0
MKT,4V9R,01,2,2,0
MKT,4V9R,02,1,1,0
MKT,4V9R,03,3,3,0
MKT,4V9R,04,1,1,0
MTH,1109,01,14,1,0
MTH,1109,02,12,6,0
MTH,1109,03,19,18,0
MTH,1109,04,19,16,0
MTH,1121,01,19,12,0
MTH,1121,02,19,16,0
MTH,1220,01,28,25,0
MTH,1301,01,21,0,1
MTH,1301,02,21,0,0
MTH,1301,03,19,0,0
MTH,1301,04,22,14,0
MTH,1301,W1,30,13,0
MTH,1308,01,0,1,0
MTH,1308,02,19,0,0
MTH,1308,03,19,0,0
MTH,1308,04,19,12,0
MTH,1308,06,19,0,0
MTH,1308,07,19,12,0
MTH,1309,01,19,0,0
MTH,1309,02,21,4,0
MTH,1309,03,20,0,0
MTH,1309,04,23,0,4
MTH,1309,05,22,0,0
MTH,1309,07,21,0,0
MTH,1309,08,21,0,0
MTH,1309,10,19,0,0
MTH,1309,12,27,0,8
MTH,1309,13,24,0,0
MTH,1309,15,27,0,11
MTH,1309,16,24,1,0
MTH,1309,18,21,0,0
MTH,1309,20,0,0,0
MTH,1315,01,19,6,0
MTH,1316,01,14,1,0
MTH,1316,02,15,0,0
MTH,1316,03,16,0,0
MTH,1320,02,19,0,0
MTH,1320,03,19,10,0
MTH,1320,05,19,0,1
MTH,1320,07,19,13,0
MTH,1320,08,19,0,2
MTH,1321,01,19,0,0
MTH,1321,02,21,0,0
MTH,1321,03,21,0,3
MTH,1321,04,26,0,5
MTH,1321,05,26,1,5
MTH,1321,06,19,2,0
MTH,1321,07,19,13,0
MTH,1321,08,19,4,0
MTH,1321,10,19,1,0
MTH,1321,100,22,0,0
MTH,1321,11,19,15,0
MTH,1321,12,20,0,0
MTH,1321,18,0,0,0
MTH,1321,98,19,0,3
MTH,1322,01,30,3,0
MTH,1322,02,30,3,0
MTH,1322,03,30,9,0
MTH,1322,04,31,0,0
MTH,1322,07,30,0,9
MTH,1322,08,30,0,1
MTH,1322,09,24,0,2
MTH,1322,10,24,0,1
MTH,2311,01,26,0,0
MTH,2311,02,24,0,0
MTH,2311,03,25,8,0
MTH,2311,05,25,0,5
MTH,2311,06,24,0,4
MTH,2317,01,19,13,0
MTH,2321,01,25,3,0
MTH,2321,02,25,3,0
MTH,2321,03,25,0,0
MTH,2321,04,28,0,1
MTH,3300,01,19,4,5
MTH,3300,02,19,13,0
MTH,3312,01,29,11,0
MTH,3318,01,35,27,0
MTH,3323,01,29,15,0
MTH,3325,02,19,6,7
MTH,3325,03,19,5,6
MTH,3325,04,21,0,0
MTH,3325,05,19,12,0
MTH,3325,06,19,0,11
MTH,3326,01,25,5,0
MTH,3345,01,12,5,0
MTH,3374,01,19,5,0
MTH,3V9R,01,1,0,0
MTH,4312,01,39,1,1
MTH,4314,01,15,2,0
MTH,4324,01,25,3,0
MTH,4327,01,19,6,0
MTH,4328,01,19,10,0
MTH,4329,01,29,1,0
MTH,4V90,01,2,1,0
MTH,4V9R,01,1,0,0
MTH,4V9R,02,2,1,0
ME,2320,01,19,10,0
ME,2321,01,25,0,2
ME,2321,02,22,0,11
ME,2321,03,25,15,0
ME,2345,01,28,1,0
ME,2345,02,25,2,0
ME,3122,01,15,5,0
ME,3122,02,15,1,2
ME,3145,01,17,2,0
ME,3145,02,17,1,4
ME,3320,01,29,0,5
ME,3321,01,30,12,0
ME,3321,02,30,1,0
ME,3322,01,21,0,5
ME,3322,02,21,0,0
ME,3322,03,21,6,0
ME,3323,01,41,0,0
ME,3345,01,39,21,0
ME,3420,01,45,8,0
ME,3420,A,15,1,N/A
ME,3420,B,15,7,N/A
ME,3420,C,15,0,N/A
ME,4305,01,26,0,0
ME,4323,01,25,21,0
ME,4325,01,20,5,0
ME,4327,01,42,10,0
ME,4344,01,9,5,0
ME,4345,01,32,1,1
ME,4350,01,19,7,0
ME,4356,01,25,0,0
ME,4364,01,15,1,0
ME,4396,02,20,12,0
ME,4V97,01,0,0,0
ME,4V97,02,1,1,0
ME,4V97,03,1,1,0
ME,4V97,04,1,1,0
ME,4V97,05,0,0,0
ME,4V97,06,0,0,0
MH,1331,01,19,0,3
MH,1331,02,19,2,0
MH,1331,04,19,0,0
MH,1331,05,19,11,0
MH,2301,01,24,0,0
MH,2301,03,19,1,0
MH,3300,01,18,0,7
MH,3321,01,18,14,0
MH,3342,01,22,11,0
MH,4300,01,12,0,4
MH,4300,02,12,0,4
MH,4300,H1,6,1,0
MH,4300,H2,6,2,0
MH,4351,01,12,1,0
MH,4361,01,12,0,3
MH,4372,03,19,1,0
MH,4377,01,12,10,0
MH,4382,01,12,0,0
MH,4387,01,12,9,0
MH,4391,01,19,13,0
MH,4396,01,24,2,0
MH,4V98,05,19,7,0
MH,4V98,06,5,3,0
MH,4V98,H1,5,1,0
MH,4V98,H2,5,5,0
MES,2301,01,19,5,0
MES,2301,02,19,7,N/A
MES,2301,H1,1,0,0
MES,4V01,01,1,0,0
MILS,1102,01,30,27,0
MILS,1102,02,19,1,0
MILS,1102,03,1,1,0
MILS,1112,01,50,29,0
MILS,2112,02,50,32,0
MILS,2202,01,30,12,0
MILS,2202,02,19,19,0
MILS,2202,03,1,0,0
MILS,3112,01,50,27,0
MILS,3302,01,30,7,0
MILS,4112,01,50,32,0
MILS,4302,01,30,12,0
MILS,4V03,01,15,15,0
MLC,1V99,04,0,0,0
MLC,1V99,05,0,1,0
MLC,1V99,07,0,0,0
MLC,1V99,08,0,0,0
MLC,2V99,04,0,0,0
MLC,2V99,05,0,0,0
MLC,2V99,06,0,0,0
MLC,2V99,07,0,0,0
MLC,3V99,02,2,2,0
MST,1300,01,19,0,1
MST,1300,02,19,0,0
MST,1300,03,19,0,0
MST,1300,04,19,1,0
MST,1300,05,19,4,0
MST,2311,01,12,1,0
MST,3303,01,10,0,1
MST,3304,01,15,4,0
MST,4301,01,19,10,0
MST,4330,01,10,0,0
MST,4331,01,10,0,0
MST,4V60,01,3,3,0
MST,4V70,01,1,1,0
MST,4V70,02,1,0,0
MUS,1001,01,300,148,0
MUS,1002,01,10,9,0
MUS,1004,01,150,99,0
MUS,1007,01,40,25,0
MUS,1101,01,14,11,0
MUS,1101,02,12,2,0
MUS,1102,01,12,7,0
MUS,1102,02,12,0,2
MUS,1102,03,14,0,4
MUS,1102,04,12,4,0
MUS,1108,01,10,8,0
MUS,1108,02,10,10,0
MUS,1111,01,19,4,0
MUS,1115,01,19,0,0
MUS,1119,01,19,10,0
MUS,1121,01,19,13,0
MUS,1124,01,8,6,0
MUS,1125,01,10,0,2
MUS,1125,02,10,0,2
MUS,1125,03,10,7,0
MUS,1131,01,10,7,0
MUS,1132,01,10,2,0
MUS,1132,02,10,1,0
MUS,1132,03,10,5,0
MUS,1132,04,10,4,0
MUS,1133,01,10,6,0
MUS,1152,01,15,12,0
MUS,1152,02,15,0,1
MUS,1162,01,19,14,0
MUS,1172,01,19,17,0
MUS,1182,01,19,16,0
MUS,1192,01,19,14,0
MUS,11B1,01,10,9,0
MUS,11B2,01,10,6,0
MUS,11B3,01,10,10,0
MUS,11B4,01,10,10,0
MUS,11B5,01,10,9,0
MUS,11B6,01,4,2,0
MUS,11H1,01,1,1,0
MUS,11K1,01,27,7,0
MUS,11K1,03,0,2,1
MUS,11K1,04,0,1,0
MUS,11K1,05,0,0,0
MUS,11K1,06,0,0,0
MUS,11K1,07,0,0,3
MUS,11K1,08,0,0,0
MUS,11K1,09,0,0,0
MUS,11K1,10,5,2,0
MUS,11K1,11,0,0,1
MUS,11K2,01,10,0,0
MUS,11K3,01,4,0,0
MUS,11K4,01,2,2,0
MUS,11K5,01,30,0,4
MUS,11K5,02,0,0,0
MUS,11K5,03,0,0,0
MUS,11K5,04,0,0,0
MUS,11K5,05,0,0,2
MUS,11K5,06,0,0,0
MUS,11K5,09,0,0,0
MUS,11P1,01,5,3,0
MUS,11P1,02,1,1,0
MUS,11P1,03,2,2,0
MUS,11S1,01,5,2,0
MUS,11S1,02,5,3,0
MUS,11S2,01,5,5,0
MUS,11S3,01,5,2,0
MUS,11S4,01,5,4,0
MUS,11V1,01,25,20,0
MUS,11V1,05,2,0,0
MUS,11V1,06,7,7,0
MUS,11V1,08,1,1,0
MUS,11V1,09,5,0,0
MUS,11V1,10,6,4,0
MUS,11V1,11,8,8,0
MUS,11W1,01,10,10,0
MUS,11W2,01,10,10,0
MUS,11W3,01,10,10,0
MUS,11W3,02,0,0,0
MUS,11W3,03,19,19,0
MUS,11W4,01,10,10,0
MUS,11W5,01,10,9,0
MUS,11W5,02,1,1,0
MUS,1202,01,15,6,0
MUS,1202,02,15,8,0
MUS,1202,03,15,8,0
MUS,12B1,01,25,16,0
MUS,12B2,01,15,12,0
MUS,12B3,01,15,13,0
MUS,12B4,01,15,13,0
MUS,12B5,01,15,11,0
MUS,12H1,01,5,5,0
MUS,12K1,01,8,8,0
MUS,12K1,03,8,7,0
MUS,12K1,04,8,8,0
MUS,12K1,05,8,8,0
MUS,12K1,08,8,8,0
MUS,12K1,09,8,5,0
MUS,12K2,01,8,5,0
MUS,12P1,01,15,12,0
MUS,12P1,02,3,2,0
MUS,12S1,01,15,12,0
MUS,12S1,02,15,11,0
MUS,12S2,01,12,9,0
MUS,12S3,01,10,6,0
MUS,12S4,01,6,6,0
MUS,12V1,01,10,5,0
MUS,12V1,02,10,3,0
MUS,12V1,03,10,6,0
MUS,12V1,04,10,6,0
MUS,12V1,05,10,5,0
MUS,12V1,08,10,4,0
MUS,12V1,09,10,8,0
MUS,12W1,01,15,12,0
MUS,12W2,01,15,12,0
MUS,12W3,01,19,15,0
MUS,12W3,02,1,1,0
MUS,12W4,01,15,13,0
MUS,12W5,01,15,8,0
MUS,12W5,02,4,3,0
MUS,1301,01,15,4,0
MUS,1302,01,15,0,3
MUS,1302,02,15,0,4
MUS,1302,03,15,8,0
MUS,1302,H1,5,1,0
MUS,1321,01,60,22,0
MUS,1321,02,60,9,0
MUS,1321,03,60,11,0
MUS,1321,04,25,0,1
MUS,1321,H4,5,3,0
MUS,1330,01,14,2,0
MUS,1331,01,12,2,0
MUS,1331,02,6,0,0
MUS,13K1,01,15,15,0
MUS,13K1,04,5,1,0
MUS,13K1,05,0,0,0
MUS,13K1,08,0,0,0
MUS,13K1,09,1,1,0
MUS,13K1,3,0,0,1
MUS,13K1,6,0,0,0
MUS,14K2,01,4,4,0
MUS,2101,01,10,4,0
MUS,2101,02,10,5,0
MUS,2102,01,10,0,2
MUS,2102,02,10,0,1
MUS,2102,03,10,1,0
MUS,2102,04,10,3,0
MUS,2202,01,10,0,0
MUS,2208,01,5,3,0
MUS,2208,02,5,2,0
MUS,2260,01,15,6,0
MUS,2260,02,15,0,0
MUS,2301,01,15,10,0
MUS,2302,01,15,0,6
MUS,2302,02,15,1,0
MUS,2302,03,15,3,0
MUS,2302,H2,5,5,0
MUS,3001,01,15,15,0
MUS,3153,01,5,5,0
MUS,3170,01,19,8,0
MUS,3207,01,10,6,0
MUS,3207,02,10,10,0
MUS,3232,01,19,13,0
MUS,3236,01,19,14,0
MUS,3236,02,10,9,0
MUS,3260,01,19,9,0
MUS,3261,01,16,7,0
MUS,32B1,01,10,8,0
MUS,32B2,01,10,9,0
MUS,32B3,01,10,10,0
MUS,32B4,01,10,9,0
MUS,32B5,01,10,10,0
MUS,32H1,01,5,5,0
MUS,32K1,01,5,5,0
MUS,32K1,04,5,4,0
MUS,32K1,05,5,5,0
MUS,32K1,07,0,0,0
MUS,32K1,08,5,5,0
MUS,32K1,09,1,1,0
MUS,32K2,01,5,4,0
MUS,32P1,01,10,9,0
MUS,32P1,02,2,2,0
MUS,32P1,03,1,1,0
MUS,32S1,01,10,8,0
MUS,32S1,02,10,9,0
MUS,32S2,01,10,8,0
MUS,32S3,01,10,8,0
MUS,32S4,01,6,6,0
MUS,32V1,01,10,7,0
MUS,32V1,02,10,8,0
MUS,32V1,03,10,4,0
MUS,32V1,04,10,8,0
MUS,32V1,05,10,6,0
MUS,32V1,08,10,8,0
MUS,32W1,01,6,5,0
MUS,32W2,01,8,8,0
MUS,32W3,01,10,7,0
MUS,32W3,02,2,2,0
MUS,32W4,01,10,7,0
MUS,32W5,01,10,8,0
MUS,32W5,02,3,3,0
MUS,3301,01,15,7,0
MUS,3301,02,15,0,3
MUS,3308,01,10,7,0
MUS,3308,02,10,10,0
MUS,3308,03,1,1,0
MUS,3310,01,10,1,0
MUS,3321,01,20,0,0
MUS,3321,02,10,0,0
MUS,3322,01,19,0,1
MUS,3324,01,35,16,0
MUS,3325,01,35,5,0
MUS,3326,01,35,7,0
MUS,3327,01,35,0,0
MUS,3331,01,10,0,1
MUS,3337,01,5,2,0
MUS,3370,01,19,6,0
MUS,33K1,01,5,5,0
MUS,33K1,04,5,3,0
MUS,33K1,06,5,5,0
MUS,33K1,08,5,5,0
MUS,33K1,09,1,1,0
MUS,33K1,3,0,0,0
MUS,34B1,01,5,3,0
MUS,34B2,01,5,3,0
MUS,34B3,01,5,0,0
MUS,34B4,01,5,5,0
MUS,34B5,01,5,4,0
MUS,34H1,01,5,5,0
MUS,34K1,01,5,5,0
MUS,34K1,04,5,3,0
MUS,34K1,08,0,0,1
MUS,34K1,09,5,0,0
MUS,34K1,3,0,0,0
MUS,34K1,6,0,0,1
MUS,34K2,01,5,4,0
MUS,34P1,01,5,2,0
MUS,34P1,02,0,0,0
MUS,34S1,01,5,2,0
MUS,34S1,02,5,3,0
MUS,34S2,01,5,3,0
MUS,34S3,01,5,4,0
MUS,34S4,01,5,2,0
MUS,34W1,01,5,4,0
MUS,34W2,01,5,3,0
MUS,34W3,01,5,3,0
MUS,34W4,01,5,5,0
MUS,34W5,01,5,4,0
MUS,34W5,02,1,0,0
MUS,4001,01,19,15,0
MUS,40B1,01,10,10,0
MUS,40B2,01,10,10,0
MUS,40B3,01,10,7,0
MUS,40B4,01,10,10,0
MUS,40B5,01,10,9,0
MUS,40C1,01,10,10,0
MUS,40H1,01,5,5,0
MUS,40K1,04,5,4,0
MUS,40K1,07,0,0,0
MUS,40K1,08,5,3,0
MUS,40K1,09,5,0,0
MUS,40K2,01,5,3,0
MUS,40P1,01,10,7,0
MUS,40P1,02,0,0,0
MUS,40R1,01,1,1,0
MUS,40R1,02,2,1,0
MUS,40R1,03,1,1,0
MUS,40R1,04,2,1,0
MUS,40R1,05,1,0,0
MUS,40R1,06,1,0,0
MUS,40R1,07,3,1,0
MUS,40R1,08,2,2,0
MUS,40S1,01,10,8,0
MUS,40S1,02,10,8,0
MUS,40S2,01,10,7,0
MUS,40S3,01,10,8,0
MUS,40S4,01,10,8,0
MUS,40V1,01,10,7,0
MUS,40V1,02,10,9,0
MUS,40V1,03,10,8,0
MUS,40V1,04,10,9,0
MUS,40V1,05,10,9,0
MUS,40V1,06,2,2,0
MUS,40V1,08,10,10,0
MUS,40V1,09,5,5,0
MUS,40W1,01,10,10,0
MUS,40W2,01,10,9,0
MUS,40W3,01,10,6,0
MUS,40W4,01,10,9,0
MUS,40W5,01,10,10,0
MUS,4110,01,10,3,0
MUS,4110,02,8,0,0
MUS,4114,01,5,2,0
MUS,4115,01,5,5,0
MUS,4120,01,10,7,0
MUS,4121,01,5,4,0
MUS,4122,01,19,19,0
MUS,4151,01,10,10,0
MUS,4151,02,10,10,0
MUS,4181,01,19,19,0
MUS,4203,01,5,0,0
MUS,4204,01,5,2,0
MUS,4205,01,5,5,0
MUS,4213,01,10,8,0
MUS,4221,01,19,16,0
MUS,4230,01,26,11,0
MUS,4236,01,19,13,0
MUS,4237,01,19,19,0
MUS,4259,01,10,10,0
MUS,4260,01,15,13,0
MUS,4270,01,10,7,0
MUS,4280,01,2,0,0
MUS,4307,01,5,5,0
MUS,4307,02,2,2,0
MUS,4308,01,10,9,0
MUS,4308,02,5,5,0
MUS,4308,03,19,19,0
MUS,4321,01,19,5,0
MUS,4325,01,19,18,0
MUS,4329,01,19,13,0
MUS,4331,01,15,13,0
MUS,4333,01,19,16,0
MUS,4334,01,12,4,0
MUS,4335,01,19,9,0
MUS,4336,01,19,8,0
MUS,4364,01,20,15,0
MUS,4374,01,15,8,0
MUS,4381,02,5,5,0
MUS,4381,03,15,10,0
MUS,4F30,01,19,17,0
MUS,4F31,01,19,8,0
MUS,4V09,01,10,10,0
MUS,4V80,01,1,1,0
MUS,4V80,02,2,2,0
MUS,4V80,03,2,1,0
MUS,4V80,04,1,1,0
MUS,4V80,05,1,1,0
MUS,4V80,06,1,1,0
MUS,4V80,07,1,1,0
MUS,4V80,08,1,0,0
MUS,4V80,09,1,0,0
MUEN,1010,01,150,3,0
MUEN,1100,01,70,43,0
MUEN,1101,01,100,32,0
MUEN,1101,02,75,44,0
MUEN,1103,01,100,43,0
MUEN,1104,01,25,13,0
MUEN,1105,01,40,28,0
MUEN,1106,01,26,11,0
MUEN,1106,02,19,4,0
MUEN,1107,01,150,84,0
MUEN,1108,01,80,32,0
MUEN,1109,01,130,58,0
MUEN,1120,01,19,19,0
MUEN,1121,01,125,69,0
MUEN,1122,01,18,13,0
MUEN,1124,01,125,77,0
MUEN,1125,01,20,14,0
MUEN,1130,01,40,29,0
MUEN,1130,02,40,25,0
MUEN,1130,03,10,10,0
MUEN,1130,04,8,5,0
MUEN,1131,01,60,33,0
MUEN,1132,01,60,38,0
MUEN,1132,02,10,10,0
MUEN,1133,01,40,29,0
MUEN,1134,01,3,3,0
MUEN,1135,01,6,5,0
MUEN,1135,02,0,0,0
MUEN,1136,01,30,20,0
MUEN,1137,01,8,6,0
MUEN,1138,01,35,17,0
MUEN,1193,01,60,33,0
NSC,1106,01,60,1,1
NSC,1106,02,60,7,0
NSC,1106,03,50,38,0
NSC,1106,04,50,43,0
NSC,1306,01,220,93,0
NSC,1306,W1,15,1,0
NSC,1V9R,01,4,4,0
NSC,1V9R,02,4,4,0
NSC,1V9R,03,4,4,0
NSC,1V9R,04,2,2,0
NSC,1V9R,05,4,4,0
NSC,1V9R,07,4,4,0
NSC,1V9R,08,4,4,0
NSC,2306,01,50,7,0
NSC,2V9R,01,4,4,0
NSC,2V9R,02,4,4,0
NSC,2V9R,03,4,1,0
NSC,2V9R,04,4,4,0
NSC,2V9R,05,4,4,0
NSC,2V9R,07,4,4,0
NSC,2V9R,08,4,4,0
NSC,3101,01,1,1,0
NSC,3111,01,8,3,0
NSC,3111,02,9,0,0
NSC,3111,03,13,0,1
NSC,3120,02,4,0,0
NSC,3120,03,5,0,0
NSC,3120,04,4,0,0
NSC,3120,06,3,1,0
NSC,3120,07,5,0,1
NSC,3120,08,5,2,0
NSC,3120,09,5,0,0
NSC,3120,10,4,2,0
NSC,3123,01,19,3,0
NSC,3123,02,19,7,0
NSC,3311,01,15,0,0
NSC,3311,02,11,0,2
NSC,3311,W1,9,0,0
NSC,3320,01,14,0,4
NSC,3320,02,5,0,1
NSC,3320,03,14,0,4
NSC,3323,01,22,0,1
NSC,3323,02,20,7,0
NSC,3370,01,20,1,0
NSC,3375,01,42,0,0
NSC,3381,01,22,0,0
NSC,3390,01,28,0,0
NSC,3V9R,01,4,4,0
NSC,3V9R,02,4,4,0
NSC,3V9R,03,4,1,0
NSC,3V9R,04,5,5,0
NSC,3V9R,05,4,4,0
NSC,3V9R,07,4,4,0
NSC,3V9R,08,4,4,0
NSC,4119,01,23,1,0
NSC,4119,02,23,0,0
NSC,4130,01,24,0,1
NSC,4130,02,28,0,0
NSC,4130,03,5,1,0
NSC,4319,01,40,0,0
NSC,4330,01,28,0,1
NSC,4330,02,28,0,0
NSC,4356,01,26,2,0
NSC,4356,02,26,0,0
NSC,4371,01,2,2,0
NSC,4371,02,2,2,0
NSC,4371,03,2,1,0
NSC,4371,04,2,2,0
NSC,4371,05,2,2,0
NSC,4371,07,2,2,0
NSC,4V96,01,25,0,0
NSC,4V9R,01,4,4,0
NSC,4V9R,02,4,4,0
NSC,4V9R,03,4,0,0
NSC,4V9R,04,4,4,0
NSC,4V9R,05,4,4,0
NSC,4V9R,08,4,4,0
NUR,1101,N1,19,18,0
NUR,3200,01,10,4,0
NUR,3200,02,10,6,0
NUR,3200,03,10,5,0
NUR,3200,04,10,7,0
NUR,3200,05,10,3,0
NUR,3200,06,10,6,0
NUR,3200,07,10,4,0
NUR,3200,08,10,4,0
NUR,3200,09,10,7,0
NUR,3212,01,45,23,0
NUR,3212,02,45,23,0
NUR,3225,01,8,0,N/A
NUR,3225,02,10,0,N/A
NUR,3225,03,10,1,N/A
NUR,3225,04,8,2,N/A
NUR,3225,05,8,0,N/A
NUR,3225,06,10,0,N/A
NUR,3225,07,10,1,N/A
NUR,3225,08,8,2,N/A
NUR,3225,09,8,0,N/A
NUR,3225,10,0,0,N/A
NUR,3225,11,10,2,N/A
NUR,3225,12,10,2,N/A
NUR,3225,13,10,1,N/A
NUR,3225,14,8,0,N/A
NUR,3226,01,10,2,N/A
NUR,3226,02,0,0,N/A
NUR,3226,03,10,1,N/A
NUR,3226,04,8,0,N/A
NUR,3226,05,9,1,N/A
NUR,3226,06,8,0,N/A
NUR,3226,07,10,1,N/A
NUR,3226,08,8,0,N/A
NUR,3226,09,8,1,N/A
NUR,3226,10,10,1,N/A
NUR,3226,11,10,0,N/A
NUR,3226,12,8,1,N/A
NUR,3226,13,10,1,N/A
NUR,3226,14,10,1,N/A
NUR,3314,01,90,46,0
NUR,3314,A,24,10,N/A
NUR,3314,B,24,9,N/A
NUR,3314,C,22,7,N/A
NUR,3316,01,90,46,0
NUR,3317,01,64,5,0
NUR,3317,02,64,16,0
NUR,3324,01,64,14,0
NUR,3324,02,64,7,0
NUR,3328,01,64,15,0
NUR,3328,02,64,5,0
NUR,3330,01,90,46,0
NUR,3330,A,24,9,N/A
NUR,3330,B,24,10,N/A
NUR,3330,C,20,5,N/A
NUR,3420,01,90,46,0
NUR,3421,01,64,5,0
NUR,3421,02,64,16,0
NUR,4225,01,10,2,N/A
NUR,4225,02,7,2,N/A
NUR,4225,03,10,5,N/A
NUR,4225,04,10,0,N/A
NUR,4225,05,10,2,N/A
NUR,4225,06,10,1,N/A
NUR,4225,07,7,0,N/A
NUR,4225,08,10,1,N/A
NUR,4225,31,8,2,N/A
NUR,4225,32,8,3,N/A
NUR,4225,33,8,2,N/A
NUR,4225,34,8,2,N/A
NUR,4225,35,8,2,N/A
NUR,4225,36,9,2,N/A
NUR,4226,01,8,1,N/A
NUR,4226,02,8,1,N/A
NUR,4226,03,8,0,N/A
NUR,4226,04,8,1,N/A
NUR,4226,05,7,2,N/A
NUR,4226,06,7,1,N/A
NUR,4226,07,8,3,N/A
NUR,4226,08,8,1,N/A
NUR,4226,09,7,2,0
NUR,4226,10,7,1,0
NUR,4226,31,8,2,N/A
NUR,4226,32,8,2,N/A
NUR,4226,33,8,1,N/A
NUR,4226,34,8,2,N/A
NUR,4226,35,8,3,N/A
NUR,4226,36,8,2,N/A
NUR,4316,01,25,3,0
NUR,4317,01,25,0,5
NUR,4334,01,38,9,0
NUR,4334,02,36,4,0
NUR,4334,31,49,13,0
NUR,4335,01,58,0,N/A
NUR,4335,02,57,1,N/A
NUR,4335,30,49,13,N/A
NUR,4338,01,58,2,0
NUR,4338,02,57,0,1
NUR,4338,31,49,13,0
NUR,4339,01,38,4,0
