prefix,course,section,max_enroll,seats_avail,waitlist
ENV,4299,02,5,5,0
ENV,4299,03,5,5,0
ENV,4299,04,2,2,0
ENV,4299,05,5,5,0
ENV,4299,06,2,2,0
ENV,4299,07,2,2,0
ENV,4307,02,11,0,0
ENV,4309,01,19,12,0
ENV,4310,01,10,0,4
ENV,4313,01,19,12,0
ENV,4323,01,11,4,0
ENV,4325,01,12,2,0
ENV,4330,01,4,0,0
ENV,4330,02,5,3,0
ENV,4340,01,5,0,0
ENV,4344,01,17,6,0
ENV,4345,01,8,0,0
ENV,4390,01,19,19,0
ENV,4393,01,10,0,0
ENV,43C2,01,12,0,0
ENV,4430,01,3,3,0
ENV,4485,01,16,5,0
ENV,4485,A,8,3,N/A
ENV,4485,B,8,2,N/A
ENV,4V13,01,6,6,0
ENV,4V13,02,0,0,0
ENV,4V50,1,1,0,0
ENV,4V90,01,2,2,0
ENV,4V90,02,1,1,0
ENV,4V90,03,1,1,0
ENV,4V90,04,1,1,0
ENV,4V90,05,9,9,0
ENV,4V90,06,1,1,0
ENV,4V90,08,1,1,0
ENV,4V90,09,1,1,0
ENV,4V90,10,1,1,0
ENV,4V90,11,1,1,0
ENV,4V90,12,1,1,0
ENV,4V90,13,1,1,0
ENV,4V90,14,9,9,0
ENV,4V93,01,1,1,0
ENV,4V93,02,1,1,0
ENV,4V93,03,1,1,0
ENV,4V93,04,1,1,0
ENV,4V93,05,7,7,0
ENV,4V93,06,1,1,0
ENV,4V93,07,1,1,0
ENV,4V93,08,1,1,0
ENV,4V93,09,1,1,0
ENV,4V93,10,1,1,0
ENV,4V93,11,1,1,0
ENV,4V93,12,1,1,0
ENV,4V93,13,1,1,0
ENV,4V93,14,1,1,0
ENV,4V93,16,1,1,0
ENV,4V9R,01,5,0,0
ENV,4V9R,02,1,1,0
ENV,4V9R,03,1,1,0
ENV,4V9R,04,1,1,0
ENV,4V9R,05,12,9,0
ENV,4V9R,06,1,1,0
ENV,4V9R,07,1,1,0
ENV,4V9R,08,1,1,0
ENV,4V9R,09,5,3,0
ENV,4V9R,10,1,1,0
ENV,4V9R,11,1,1,0
ENV,4V9R,12,2,2,0
ENV,4V9R,13,1,1,0
ENV,4V9R,14,1,1,0
ENV,4V9R,16,1,1,0
EST,2300,01,15,15,0
FDM,1197,01,45,44,0
FDM,1201,01,20,10,0
FDM,1201,04,20,1,0
FDM,1303,01,183,160,0
FDM,1303,02,125,54,0
FDM,1303,03,250,158,0
FDM,1303,04,5,4,0
FDM,1303,H1,5,5,0
FDM,1303,W1,19,14,0
FDM,1304,01,249,225,0
FDM,1304,H1,5,3,0
FDM,1304,W1,19,11,0
FDM,1309,01,160,91,0
FDM,1309,W1,18,0,1
FDM,2351,01,100,62,0
FDM,2360,01,12,8,0
FDM,2360,02,12,9,0
FDM,2360,03,12,11,0
FDM,2360,04,10,0,0
FDM,2360,05,10,0,0
FDM,2360,06,10,3,0
FDM,3315,01,5,4,0
FDM,3320,01,39,18,0
FDM,3320,W1,19,2,0
FDM,3361,01,12,4,0
FDM,3361,02,12,0,0
FDM,3361,03,12,0,0
FDM,3371,01,19,3,0
FDM,3373,01,12,0,3
FDM,3373,02,12,0,4
FDM,3374,01,12,0,1
FDM,3374,02,12,3,0
FDM,3380,01,15,0,0
FDM,3V9R,01,0,0,0
FDM,3V9R,02,0,0,0
FDM,4314,01,24,0,0
FDM,4340,01,15,1,0
FDM,4340,02,16,0,3
FDM,4340,03,16,0,0
FDM,4340,W1,15,10,0
FDM,4342,80,19,10,0
FDM,4343,01,19,3,0
FDM,4347,80,16,7,0
FDM,4351,01,25,1,3
FDM,4365,01,15,1,0
FDM,4366,01,15,0,0
FDM,4367,01,12,0,0
FDM,4373,01,12,0,0
FDM,4V03,80,10,3,0
FDM,4V03,81,0,0,0
FDM,4V03,82,18,18,0
FDM,4V30,01,5,5,0
FDM,4V85,01,5,0,0
FDM,4V85,02,5,5,0
FDM,4V85,03,5,5,0
FDM,4V85,04,5,5,0
FDM,4V85,05,5,5,0
FDM,4V85,06,5,4,0
FDM,4V85,07,5,4,0
FDM,4V85,08,5,5,0
FDM,4V85,09,5,5,0
FDM,4V85,10,5,4,0
FDM,4V85,82,19,13,0
FDM,4V98,01,5,4,0
FDM,4V9R,01,1,1,0
FDM,4V9R,02,1,1,0
FIN,3303,01,82,0,14
FIN,3303,02,34,8,8
FIN,3303,03,34,5,12
FIN,3305,01,40,0,12
FIN,3309,01,25,17,0
FIN,3309,02,25,0,0
FIN,3309,03,25,0,5
FIN,3309,04,25,5,0
FIN,3309,05,25,0,6
FIN,3309,06,25,0,2
FIN,3309,07,25,0,3
FIN,3310,01,116,22,0
FIN,3310,02,116,0,23
FIN,4186,01,15,1,0
FIN,4310,01,40,0,18
FIN,4311,01,32,0,0
FIN,4331,01,24,2,0
FIN,4331,02,24,0,3
FIN,4331,03,40,0,0
FIN,4339,01,30,0,24
FIN,4350,01,40,0,9
FIN,4350,02,40,0,12
FIN,4350,03,40,0,6
FIN,4360,01,36,0,6
FIN,4360,02,36,0,17
FIN,4360,03,36,25,0
FIN,4360,04,36,33,0
FIN,4360,05,36,0,14
FIN,4363,01,39,0,2
FIN,4363,02,39,0,0
FIN,4365,01,31,0,6
FIN,4365,02,31,0,11
FIN,4365,03,31,0,17
FIN,4365,04,31,15,0
FIN,4365,05,31,1,0
FIN,4365,06,31,23,0
FIN,4365,07,31,0,3
FIN,4366,01,24,0,3
FIN,4366,02,24,0,5
FIN,4366,03,24,0,2
FIN,4368,01,36,0,37
FIN,4368,02,36,0,34
FIN,4370,01,40,0,17
FIN,4381,01,14,0,0
FIN,4V98,01,22,12,0
FIN,4V98,02,24,1,0
FORS,1390,01,150,90,0
FORS,3320,01,14,0,11
FORS,3330,01,14,0,3
FORS,3330,02,14,0,7
FORS,3331,01,4,0,0
FORS,3331,02,3,0,0
FORS,3350,01,30,1,0
FORS,3370,01,25,12,0
FORS,4359,01,5,0,0
FORS,4V50,01,3,3,0
FORS,4V50,02,3,3,0
FORS,4V50,03,3,3,0
FRE,1301,01,12,1,1
FRE,1301,02,12,6,1
FRE,1301,03,12,7,3
FRE,1301,04,10,1,0
FRE,1301,05,19,17,0
FRE,1301,06,0,0,0
FRE,1301,A,19,6,N/A
FRE,1301,B,19,0,N/A
FRE,1301,C,19,6,N/A
FRE,1301,D,19,8,N/A
FRE,1301,E,19,12,N/A
FRE,1302,01,12,1,0
FRE,1302,02,12,7,2
FRE,1302,03,12,7,1
FRE,1302,04,12,5,0
FRE,1302,05,12,7,6
FRE,1302,06,10,1,0
FRE,1302,07,19,18,0
FRE,1302,08,0,0,0
FRE,1302,A,19,5,N/A
FRE,1302,B,19,4,N/A
FRE,1302,C,19,12,N/A
FRE,1302,D,19,12,N/A
FRE,1302,E,19,0,N/A
FRE,1302,F,19,0,N/A
FRE,1302,G,19,1,N/A
FRE,1302,H,0,0,N/A
FRE,2310,01,19,0,2
FRE,2310,02,19,0,4
FRE,2310,03,14,7,0
FRE,2310,04,0,0,0
FRE,2310,A,19,0,N/A
FRE,2310,B,19,0,N/A
FRE,2310,C,19,14,N/A
FRE,2310,D,0,2,N/A
FRE,2320,01,25,4,0
FRE,2320,02,0,0,0
FRE,3302,01,19,7,0
FRE,3306,01,19,8,0
FRE,3309,01,19,4,0
FRE,3337,01,20,0,0
FRE,3V70,01,0,0,0
FRE,3V70,02,0,0,0
FRE,3V9R,01,0,0,0
FRE,4332,01,12,2,0
FRE,43C0,01,19,7,0
FRE,4V90,01,0,0,0
FRE,4V9R,01,0,0,0
GEO,1106,01,12,0,0
GEO,1106,02,12,2,0
GEO,1106,04,12,7,0
GEO,1106,05,12,10,0
GEO,1106,07,12,2,0
GEO,1106,08,12,8,0
GEO,1306,01,136,38,0
GEO,1306,W1,19,0,1
GEO,1309,01,40,5,0
GEO,1401,01,106,43,0
GEO,1401,A,10,0,N/A
GEO,1401,B,10,0,N/A
GEO,1401,C,9,3,N/A
GEO,1401,D,10,0,N/A
GEO,1401,E,10,4,N/A
GEO,1401,F,10,1,N/A
GEO,1401,G,10,5,N/A
GEO,1401,J,10,8,N/A
GEO,1401,L,9,8,N/A
GEO,1401,M,10,9,N/A
GEO,1401,O,10,7,N/A
GEO,1401,P,10,10,N/A
GEO,1402,01,136,57,0
GEO,1402,A,12,0,N/A
GEO,1402,B,12,0,N/A
GEO,1402,C,12,0,N/A
GEO,1402,D,12,4,N/A
GEO,1402,E,12,1,N/A
GEO,1402,F,12,0,N/A
GEO,1402,G,12,1,N/A
GEO,1402,J,12,11,N/A
GEO,1405,02,75,27,0
GEO,1405,B,12,0,N/A
GEO,1405,C,12,8,N/A
GEO,1405,D,12,0,N/A
GEO,1405,E,12,1,N/A
GEO,1405,G,12,3,N/A
GEO,1405,W1,19,13,0
GEO,1405,WA,19,13,N/A
GEO,1V90,01,10,10,0
GEO,1V90,02,10,10,0
GEO,3442,01,15,3,0
GEO,3442,A,15,3,N/A
GEO,3V9R,01,5,4,0
GEO,3V9R,02,5,5,0
GEO,3V9R,03,5,5,0
GEO,4300,01,10,10,0
GEO,4300,02,10,9,0
GEO,4300,03,10,10,0
GEO,4302,01,10,10,0
GEO,4303,01,5,5,0
GEO,4323,01,10,7,0
GEO,4328,01,19,9,0
GEO,4328,A,19,9,N/A
GEO,4345,01,8,5,0
GEO,4388,01,10,1,0
GEO,4485,01,10,4,0
GEO,4485,A,6,3,N/A
GEO,4485,B,4,1,N/A
GEO,4V90,01,10,10,0
GEO,4V90,03,10,10,0
GEO,4V90,04,10,10,0
GEO,4V90,09,10,10,0
GEO,4V90,10,10,10,0
GEO,4V90,13,10,10,0
GEO,4V90,15,10,10,0
GEO,4V90,16,10,10,0
GEO,4V90,17,10,10,0
GEO,4V90,18,10,10,0
GEO,4V90,19,10,10,0
GEO,4V9R,01,5,5,0
GEO,4V9R,02,5,5,0
GEO,4V9R,03,5,4,0
GEO,4V9R,04,5,5,0
GEO,4V9R,05,5,5,0
GER,1301,01,19,10,0
GER,1301,02,19,6,0
GER,1301,A,19,8,N/A
GER,1301,B,19,8,N/A
GER,1302,01,12,8,0
GER,1302,02,12,1,0
GER,1302,03,12,1,0
GER,1302,A,19,7,N/A
GER,1302,B,19,5,N/A
GER,1302,C,0,0,N/A
GER,1412,01,12,10,0
GER,2310,01,26,7,0
GER,2310,A,12,4,N/A
GER,2310,C,12,1,N/A
GER,2320,01,12,10,0
GER,2412,01,12,9,0
GER,3302,01,12,2,0
GER,3311,01,12,8,0
GER,3341,01,25,0,0
GER,3V70,01,5,2,0
GER,3V70,02,0,0,0
GER,3V9R,01,0,0,0
GER,3V9R,02,0,0,0
GER,4305,01,12,10,0
GER,4V90,01,0,0,0
GER,4V90,02,0,0,0
GER,4V9R,01,0,0,0
GRT,3305,01,19,15,0
GRT,4395,01,4,0,0
GBL,1101,01,22,19,0
GBL,1103,01,22,19,0
GBL,1205,N1,19,11,0
GBL,1205,N2,28,28,0
GBL,1205,N3,30,30,0
GBL,1311,01,18,12,0
GBL,1331,01,16,13,0
GBL,1333,01,19,15,0
GTX,1302,01,18,14,0
GTX,2301,02,18,0,0
GTX,2301,03,18,0,0
GTX,2301,04,18,0,4
GTX,2301,05,18,0,1
GTX,2301,06,19,0,0
GTX,2301,07,18,14,0
GTX,2301,08,18,3,0
GTX,2301,09,18,0,2
GTX,2301,H1,19,0,0
GTX,2301,H2,18,0,1
GTX,2301,H3,18,1,0
GTX,2301,H4,18,3,4
GTX,2301,H5,18,6,0
GTX,2302,01,18,0,1
GTX,2302,02,18,3,0
GTX,2302,04,18,0,0
GTX,2302,U1,18,1,0
GTX,2302,U2,18,0,0
GTX,2302,U3,18,13,0
GTX,2302,U4,18,0,0
GTX,2302,U5,18,14,0
GTX,3321,02,9,0,1
GTX,3321,H2,9,3,0
GTX,3361,01,12,3,0
GTX,3361,H1,6,4,0
GTX,4321,02,8,2,0
GTX,4321,03,9,1,0
GTX,4321,H2,6,3,0
GTX,4321,H3,9,4,0
GTX,4331,01,12,0,0
GTX,4331,H1,6,0,0
GTX,4332,01,12,10,0
GTX,4332,H1,6,6,0
GTX,4340,01,12,6,0
GTX,4340,H1,6,2,0
GTX,4341,02,9,1,0
GTX,4341,H2,7,2,0
GTX,4351,01,12,4,0
GTX,4351,H1,6,4,0
GTX,4360,01,5,3,0
GTX,4V99,01,8,0,0
GTX,4V99,02,4,1,0
GTX,4V99,H1,5,4,0
GRK,1302,01,19,12,0
GRK,1302,H1,10,2,0
GRK,2320,02,10,1,0
GRK,4303,01,9,0,0
HED,1350,01,75,10,0
HED,1350,02,30,0,1
HED,2420,01,84,0,0
HED,2420,02,84,0,4
HED,2420,A,24,0,N/A
HED,2420,B,24,0,N/A
HED,2420,C,24,0,N/A
HED,2420,D,24,0,N/A
HED,2420,E,24,0,N/A
HED,2420,F,24,0,N/A
HED,2420,G,24,0,N/A
HED,2421,01,56,28,0
HED,2421,02,56,0,3
HED,2421,A,24,0,N/A
HED,2421,B,24,3,N/A
HED,2421,C,24,0,N/A
HED,2421,D,24,20,N/A
HED,2421,E,24,13,N/A
HED,3300,01,12,4,17
HED,3300,02,12,4,15
HED,3306,01,18,6,0
HED,3311,01,10,4,12
HED,3311,02,21,2,13
HED,4305,01,16,0,6
HEB,1302,01,11,3,0
HEB,1302,02,10,4,0
HEB,1302,03,10,4,0
HEB,2320,01,19,10,0
HIS,1300,01,29,0,8
HIS,1300,02,29,0,4
HIS,1300,03,29,0,0
HIS,1300,04,29,1,0
HIS,1300,05,29,0,0
HIS,1300,06,29,0,3
HIS,1300,07,29,0,19
HIS,1300,08,29,0,5
HIS,1300,09,29,0,10
HIS,1300,10,29,0,2
HIS,1300,11,29,4,0
HIS,1300,12,29,0,8
HIS,1300,13,29,1,2
HIS,1300,14,29,1,4
HIS,1300,15,29,0,1
HIS,1300,16,29,0,0
HIS,1300,17,29,0,4
HIS,1300,18,29,0,3
HIS,1300,19,29,0,6
HIS,1300,20,29,0,1
HIS,1300,21,29,0,1
HIS,1300,22,29,0,4
HIS,1300,23,29,5,0
HIS,1300,24,29,0,0
HIS,1300,25,29,0,0
HIS,1300,26,29,0,2
HIS,1300,27,29,25,0
HIS,1300,28,29,27,0
HIS,1300,29,29,0,0
HIS,1300,30,29,0,0
HIS,1300,31,29,23,0
HIS,1300,32,29,2,0
HIS,1300,33,29,0,14
HIS,1300,34,29,0,12
HIS,1300,35,22,0,6
HIS,1300,40,29,0,9
HIS,1300,41,29,0,6
HIS,1305,01,29,0,4
HIS,1307,01,29,0,6
HIS,1365,01,29,0,5
HIS,1366,01,29,1,0
HIS,1V9R,01,1,0,0
HIS,2390,01,29,14,0
HIS,2395,01,29,0,3
HIS,2V89,01,7,2,0
HIS,3301,01,1,1,0
HIS,3307,01,14,0,3
HIS,3312,01,19,0,3
HIS,3323,01,10,0,10
HIS,3342,01,19,0,8
HIS,3345,01,19,0,9
HIS,3352,01,19,1,0
HIS,3355,01,19,0,7
HIS,3373,01,21,1,11
HIS,3380,01,19,1,0
HIS,3389,01,19,0,15
HIS,3V9R,01,1,0,0
HIS,4319,01,15,8,0
HIS,4325,01,19,0,8
HIS,4333,01,19,0,7
HIS,4352,01,18,1,0
HIS,4378,01,19,1,0
HIS,4379,01,19,0,8
HIS,4398,01,1,0,0
HIS,4V89,01,7,4,0
HIS,4V9R,01,1,0,0
HP,1154,01,18,16,0
HP,1420,01,40,2,0
HP,1420,02,40,0,0
HP,1420,03,40,0,12
HP,1420,04,40,0,2
HP,1420,A,13,0,N/A
HP,1420,B,13,0,N/A
HP,1420,C,14,2,N/A
HP,1420,D,14,0,N/A
HP,1420,E,13,0,N/A
HP,1420,F,13,0,N/A
HP,1420,G,14,0,N/A
HP,1420,I,13,0,N/A
HP,1420,J,13,0,N/A
HP,1420,K,14,0,N/A
HP,1420,L,13,0,N/A
HP,1420,M,13,0,N/A
HP,1421,01,21,0,1
HP,1421,A,21,0,N/A
HP,2102,01,12,6,0
HP,2304,01,18,3,0
HP,2306,01,20,6,0
HP,2306,02,20,1,12
HP,2306,03,20,0,8
HP,2306,04,20,0,16
HP,2306,05,20,0,1
HP,2307,01,10,0,3
HP,2307,02,10,0,8
HP,2341,01,8,10,18
HP,2420,01,25,6,0
HP,2420,02,32,2,1
HP,2420,03,32,0,12
HP,2420,04,27,0,0
HP,2420,A,14,0,N/A
HP,2420,B,14,0,N/A
HP,2420,C,14,0,N/A
HP,2420,D,14,0,N/A
HP,2420,E,14,0,N/A
HP,2420,F,14,0,N/A
HP,2420,G,14,1,N/A
HP,2420,I,15,4,N/A
HP,3136,01,15,7,0
HP,3301,01,7,1,9
HP,3311,01,0,2,11
HP,3311,02,15,3,6
HP,3320,01,24,14,0
HP,3330,01,33,2,0
HP,3346,01,7,6,13
HP,3381,01,11,4,6
HP,3382,01,10,8,14
HP,3V50,01,0,0,0
HP,3V9R,01,4,4,0
HP,3V9R,02,5,4,0
HP,4301,01,15,9,0
HP,4368,01,3,11,32
HP,4369,01,5,15,30
HP,4375,01,15,4,0
HP,4393,01,3,7,15
HP,4396,01,19,1,0
HP,4471,01,15,5,0
HP,4V79,01,6,1,0
HP,4V79,02,11,7,0
HP,4V79,03,14,5,0
HSD,1104,01,19,0,0
HSD,1104,N1,27,4,0
HSD,1231,01,12,1,0
HSD,1231,02,12,3,0
ID,2090,01,37,3,0
ID,2314,01,14,1,2
ID,2314,02,14,0,0
ID,2314,03,14,5,0
ID,2317,01,14,2,0
ID,2317,02,14,1,0
ID,2317,03,14,2,1
ID,2318,01,17,0,0
ID,2318,02,18,2,0
ID,2320,01,38,4,0
ID,2350,01,38,1,0
ID,2395,01,15,20,0
ID,3322,01,10,2,0
ID,3322,02,10,0,0
ID,3426,01,17,1,0
ID,3426,02,17,1,0
ID,4326,01,35,3,0
ID,4433,01,11,0,0
ID,4433,02,11,0,0
INB,3305,01,18,0,0
INB,3305,02,18,0,0
INB,3333,01,22,7,0
INB,3333,02,22,0,6
INB,4333,01,5,0,0
INB,4345,01,21,10,0
INB,4398,01,0,0,1
INB,4398,02,0,0,0
INB,4398,03,0,0,0
INB,4V98,01,30,25,0
INB,4V98,02,0,0,0
INB,4V98,03,0,0,0
ITA,1302,01,19,0,0
ITA,1302,02,19,0,0
ITA,1302,03,19,0,3
ITA,1302,04,19,14,0
ITA,1302,05,0,0,0
ITA,1302,A,19,0,N/A
ITA,1302,B,19,11,N/A
ITA,1302,C,19,2,N/A
ITA,1302,D,19,5,N/A
ITA,1302,E,0,0,N/A
ITA,2320,01,18,11,0
ITA,2320,02,0,0,0
ITA,3330,01,19,14,0
ITA,3V70,01,0,1,0
ITA,3V70,02,1,0,0
ITA,3V9R,01,0,0,0
ITA,4V9R,01,0,0,0
JPN,1302,01,15,5,0
JPN,1302,02,15,11,0
JPN,1302,03,15,0,0
JPN,1302,A,15,9,N/A
JPN,1302,B,15,3,N/A
JPN,1302,C,15,4,N/A
JPN,2320,01,10,0,0
JPN,2320,02,10,6,0
JPN,3302,01,10,6,0
JPN,3306,01,10,1,0
JPN,3V70,01,3,3,0
JPN,3V70,02,3,1,0
JPN,3V9R,01,19,19,0
JPN,4V90,01,2,2,0
JPN,4V90,02,0,0,0
JPN,4V9R,01,19,19,0
JOU,1303,01,100,78,0
JOU,1303,02,150,45,0
JOU,1303,03,20,0,1
JOU,1303,H1,5,5,0
JOU,1303,W1,15,13,0
JOU,2301,01,15,0,0
JOU,2303,01,12,5,0
JOU,2303,02,12,2,0
JOU,2303,03,15,8,0
JOU,2303,04,15,8,0
JOU,2V9R,01,5,5,0
JOU,3315,01,10,4,0
JOU,3320,01,5,2,0
JOU,3320,02,5,5,0
JOU,3321,01,12,0,1
JOU,3321,02,0,0,0
JOU,3325,01,13,0,0
JOU,3325,02,12,0,0
JOU,3325,03,13,1,1
JOU,3325,04,13,0,0
JOU,3325,05,12,0,0
JOU,3355,01,15,8,0
JOU,3355,02,15,1,0
JOU,3355,03,15,0,0
JOU,3356,01,15,0,1
JOU,3357,01,15,5,0
JOU,3367,01,20,0,2
JOU,3367,02,18,0,0
JOU,3369,01,15,0,4
JOU,3372,01,12,0,2
JOU,3372,02,15,0,0
JOU,3372,03,15,0,2
JOU,3372,04,12,0,2
JOU,3372,05,12,0,0
JOU,3372,06,12,0,0
JOU,3372,07,15,0,0
JOU,3372,08,15,8,0
JOU,3372,09,15,0,0
JOU,3372,10,15,8,0
JOU,3372,11,15,0,8
JOU,3372,12,15,0,8
JOU,3372,13,12,0,5
JOU,3374,01,15,0,8
JOU,3375,01,15,8,0
JOU,3385,01,15,0,2
JOU,3389,01,12,0,6
JOU,3391,80,12,12,0
JOU,3391,81,5,3,0
JOU,3392,80,10,10,0
JOU,3392,81,5,5,0
JOU,3394,80,10,10,0
JOU,3395,80,10,8,0
JOU,3395,81,5,4,0
JOU,4305,01,10,0,9
JOU,4320,01,19,5,0
JOU,4325,01,12,0,2
JOU,4340,01,15,0,3
JOU,4359,01,19,0,2
JOU,4368,01,18,1,1
JOU,4371,01,18,2,0
JOU,4371,02,18,0,0
JOU,4380,01,18,4,0
JOU,4380,02,18,0,2
JOU,4380,03,18,0,0
JOU,4V95,01,0,2,0
JOU,4V95,02,5,5,0
JOU,4V95,03,5,5,0
JOU,4V95,04,5,5,0
JOU,4V95,81,5,2,0
KOR,1302,01,19,10,0
KOR,1302,02,19,0,0
KOR,1302,A,19,3,N/A
KOR,1302,B,19,7,N/A
KOR,2320,01,19,11,0
LAT,1301,01,15,0,1
LAT,1301,02,16,0,0
LAT,1302,01,15,0,1
LAT,1302,02,15,0,2
LAT,1302,03,15,2,0
LAT,1302,H1,19,9,0
LAT,2105,01,10,6,0
LAT,2320,01,15,2,0
LAT,2320,02,15,2,0
LAT,3302,01,10,1,0
LAT,3308,01,12,6,0
LAS,2V89,01,10,6,0
LAS,2V89,02,5,5,0
LAS,3390,01,2,1,0
LAS,3390,02,0,0,0
LAS,4364,01,10,7,0
LAS,4390,01,2,2,0
LAS,4V89,01,5,5,0
LAS,4V89,02,1,1,0
LDS,1301,01,18,0,2
LDS,1301,02,19,0,2
LDS,1301,03,18,0,3
LDS,1301,04,19,0,2
LDS,2301,01,19,1,0
LDS,2301,02,15,12,0
LDS,3301,01,22,0,1
LDS,3307,01,0,0,3
LDS,3307,02,0,0,2
LDS,3307,03,0,0,2
LDS,3307,04,0,0,1
LDS,3V01,01,0,10,0
LDS,3V01,02,0,0,0
LDS,3V01,03,0,0,0
LDS,3V01,04,0,0,1
LDS,3V01,05,0,0,0
LDS,3V01,06,0,0,0
LDS,3V01,07,0,0,0
LDS,3V01,08,0,0,0
LDS,3V01,09,0,0,0
LDS,3V01,10,0,0,0
LDS,3V01,12,0,0,0
LDS,3V01,14,16,16,0
LDS,4398,02,19,4,0
LS,3305,01,22,3,0
LS,3305,02,22,1,0
LS,3305,03,22,2,0
LS,4320,01,19,6,0
LF,1104,01,0,0,0
LF,1106,01,19,14,0
LF,1106,02,19,0,0
LF,1110,01,19,2,10
LF,1110,02,19,1,8
LF,1110,03,19,0,5
LF,1111,01,15,0,1
LF,1111,03,15,6,0
LF,1111,04,15,3,0
LF,1111,05,15,6,0
LF,1111,06,15,2,0
LF,1111,07,15,5,0
LF,1111,08,15,4,0
LF,1112,01,16,0,1
LF,1112,02,15,0,0
LF,1112,03,15,0,1
LF,1112,04,10,0,0
LF,1117,01,18,0,11
LF,1117,02,19,0,11
LF,1121,01,15,0,0
LF,1123,01,15,1,0
LF,1123,02,15,4,0
LF,1123,03,15,10,0
LF,1123,04,15,13,0
LF,1124,01,13,0,6
LF,1124,02,13,0,9
LF,1124,03,13,0,13
LF,1124,04,13,0,13
LF,1124,05,13,0,12
LF,1124,06,13,0,11
LF,1129,01,19,15,0
LF,1129,02,10,5,0
LF,1129,03,10,8,0
LF,1129,04,19,18,0
LF,1129,05,49,45,0
LF,1129,06,8,8,0
LF,1129,07,8,8,0
LF,1129,09,8,7,0
LF,1129,10,8,8,0
LF,1129,11,24,12,0
LF,1129,12,10,5,0
LF,1129,13,30,17,0
LF,1129,14,15,15,0
LF,1129,15,15,12,0
LF,1129,16,30,25,0
LF,1131,01,19,0,5
LF,1131,02,19,0,5
LF,1134,01,19,1,0
LF,1134,02,20,7,0
LF,1134,03,20,8,0
LF,1134,04,20,0,0
LF,1134,05,20,0,0
LF,1134,06,20,10,0
LF,1134,07,19,0,0
LF,1134,08,19,7,0
LF,1134,09,19,6,0
LF,1134,10,19,1,0
LF,1134,11,19,7,0
LF,1138,01,13,0,3
LF,1138,02,13,0,2
LF,1138,03,13,0,6
LF,1138,04,13,0,4
LF,1138,05,16,0,6
LF,1138,06,16,0,13
LF,1138,07,16,0,6
LF,1138,08,13,0,4
LF,1138,09,13,0,6
LF,1138,10,16,0,8
LF,1138,11,16,0,5
LF,1138,12,13,0,8
LF,1139,01,17,0,4
LF,1139,02,8,0,6
LF,1140,01,16,0,4
LF,1140,02,10,0,3
LF,1147,01,19,0,5
LF,1148,01,19,0,9
LF,1151,02,18,1,3
LF,1156,01,13,0,0
LF,1156,02,13,0,1
LF,1156,03,14,1,3
LF,1156,04,14,0,0
LF,1156,05,14,0,0
LF,1156,06,13,0,2
LF,1156,07,14,0,1
LF,1156,08,13,0,2
LF,1160,01,16,0,4
LF,1160,02,16,0,10
LF,1160,03,16,0,8
LF,1160,04,0,0,0
LF,1161,01,16,0,0
LF,1163,01,18,0,8
LF,1168,01,22,2,0
LF,1168,02,22,0,0
LF,1168,03,22,0,0
LF,1168,04,22,0,2
LF,1171,01,22,0,0
LF,1171,02,22,1,0
LF,1171,03,22,1,0
LF,1181,01,14,3,0
LF,1181,02,14,2,0
LF,1181,03,14,0,1
LF,1181,04,16,0,0
LF,1181,05,16,0,1
LF,1181,06,16,0,1
LF,1181,07,16,0,4
LF,1181,08,16,0,0
LF,1181,09,16,0,0
LF,1181,10,20,0,7
LF,1181,11,18,0,1
LF,1181,12,18,0,0
LF,1181,13,18,0,3
LF,1181,14,18,0,6
LF,1181,15,18,0,2
LF,1181,16,18,0,4
LF,1182,01,18,0,3
LF,1182,02,18,7,0
LF,1182,03,18,3,0
LF,1182,04,18,0,3
LF,1183,01,18,0,4
LF,1189,01,24,9,0
LF,1189,02,24,0,2
LF,1189,03,24,1,3
LF,1189,04,24,0,3
LF,1189,05,24,0,7
LF,1190,01,24,0,1
LF,1192,01,18,0,0
LF,1192,02,19,13,0
LF,1192,03,19,0,1
LF,1194,02,19,0,0
LF,1194,03,19,0,1
LF,1194,04,19,0,4
LF,1194,05,19,0,0
LF,1194,06,19,0,2
LF,1194,07,19,0,5
LF,1195,01,19,2,0
LF,1195,02,19,0,0
LF,1195,03,19,0,1
LF,1197,01,19,0,18
LF,1197,03,19,0,18
LF,1197,04,19,0,21
LF,1197,05,19,0,18
LF,1197,06,19,0,15
LF,1197,07,19,0,10
LF,1197,08,19,0,13
LF,1198,01,19,3,0
LF,1199,01,12,7,0
LING,1305,01,22,0,0
LING,1305,W1,14,8,0
LING,3310,01,4,0,1
LING,3312,02,4,1,0
LING,4302,01,16,6,0
LING,4305,01,16,5,0
LING,4311,01,11,1,0
LING,4319,01,8,0,0
LING,4V20,01,0,0,0
LING,4V20,02,1,1,0
MGT,3301,01,68,0,8
MGT,3301,02,68,0,13
MGT,3305,01,36,0,4
MGT,3305,02,40,0,12
MGT,3305,03,40,0,10
MGT,3305,04,40,0,11
MGT,3305,05,40,0,13
MGT,3305,06,40,0,16
MGT,3305,07,36,21,0
MGT,3305,08,30,0,6
MGT,3305,09,36,0,4
MGT,3305,10,40,0,27
MGT,3305,11,40,0,4
MGT,3305,13,40,0,0
MGT,3320,01,20,0,3
MGT,3320,02,20,6,0
MGT,3325,01,36,0,1
MGT,3325,02,40,0,8
